Date,Time,Count,Avg Speed [km/h],PH,PH Bool
26/08/2023,19:00 - 20:00,311,59,#N/A,
26/08/2023,20:00 - 21:00,382,56,#N/A,
26/08/2023,21:00 - 22:00,240,58,#N/A,
26/08/2023,22:00 - 23:00,167,59,#N/A,
26/08/2023,23:00 - 24:00,168,59,#N/A,
27/08/2023,00:00 - 01:00,143,62,#N/A,
27/08/2023,01:00 - 02:00,79,58,#N/A,
27/08/2023,02:00 - 03:00,35,65,#N/A,
27/08/2023,03:00 - 04:00,50,63,#N/A,
27/08/2023,04:00 - 05:00,35,57,#N/A,
27/08/2023,05:00 - 06:00,66,60,#N/A,
27/08/2023,06:00 - 07:00,216,65,#N/A,
27/08/2023,07:00 - 08:00,409,64,#N/A,
27/08/2023,08:00 - 09:00,681,59,#N/A,
27/08/2023,09:00 - 10:00,736,56,#N/A,
27/08/2023,10:00 - 11:00,713,55,#N/A,
27/08/2023,11:00 - 12:00,679,56,#N/A,
27/08/2023,12:00 - 13:00,568,58,#N/A,
27/08/2023,13:00 - 14:00,469,48,#N/A,
27/08/2023,14:00 - 15:00,461,44,#N/A,
27/08/2023,15:00 - 16:00,579,45,#N/A,
27/08/2023,16:00 - 17:00,614,40,#N/A,
27/08/2023,17:00 - 18:00,744,25,#N/A,
27/08/2023,18:00 - 19:00,633,37,#N/A,
27/08/2023,19:00 - 20:00,531,43,#N/A,
27/08/2023,20:00 - 21:00,366,47,#N/A,
27/08/2023,21:00 - 22:00,180,57,#N/A,
27/08/2023,22:00 - 23:00,146,60,#N/A,
27/08/2023,23:00 - 24:00,109,63,#N/A,
28/08/2023,00:00 - 01:00,75,64,#N/A,
28/08/2023,01:00 - 02:00,50,63,#N/A,
28/08/2023,02:00 - 03:00,27,65,#N/A,
28/08/2023,03:00 - 04:00,4,56,#N/A,
28/08/2023,04:00 - 05:00,47,64,#N/A,
28/08/2023,05:00 - 06:00,115,62,#N/A,
28/08/2023,06:00 - 07:00,247,65,#N/A,
28/08/2023,07:00 - 08:00,306,64,#N/A,
28/08/2023,08:00 - 09:00,425,61,#N/A,
28/08/2023,09:00 - 10:00,602,59,#N/A,
28/08/2023,10:00 - 11:00,630,57,#N/A,
28/08/2023,11:00 - 12:00,627,58,#N/A,
28/08/2023,12:00 - 13:00,535,59,#N/A,
28/08/2023,13:00 - 14:00,496,60,#N/A,
28/08/2023,14:00 - 15:00,521,60,#N/A,
28/08/2023,15:00 - 16:00,521,60,#N/A,
28/08/2023,16:00 - 17:00,526,64,#N/A,
28/08/2023,17:00 - 18:00,467,64,#N/A,
28/08/2023,18:00 - 19:00,498,66,#N/A,
28/08/2023,19:00 - 20:00,412,65,#N/A,
28/08/2023,20:00 - 21:00,238,62,#N/A,
28/08/2023,21:00 - 22:00,165,60,#N/A,
28/08/2023,22:00 - 23:00,142,61,#N/A,
28/08/2023,23:00 - 24:00,111,63,#N/A,
29/08/2023,00:00 - 01:00,55,64,#N/A,
29/08/2023,01:00 - 02:00,19,61,#N/A,
29/08/2023,02:00 - 03:00,17,61,#N/A,
29/08/2023,03:00 - 04:00,31,63,#N/A,
29/08/2023,04:00 - 05:00,50,63,#N/A,
29/08/2023,05:00 - 06:00,118,64,#N/A,
29/08/2023,06:00 - 07:00,275,68,#N/A,
29/08/2023,07:00 - 08:00,382,65,#N/A,
29/08/2023,08:00 - 09:00,397,66,#N/A,
29/08/2023,09:00 - 10:00,549,61,#N/A,
29/08/2023,10:00 - 11:00,625,59,#N/A,
29/08/2023,11:00 - 12:00,592,60,#N/A,
29/08/2023,12:00 - 13:00,503,60,#N/A,
29/08/2023,13:00 - 14:00,483,63,#N/A,
29/08/2023,14:00 - 15:00,424,62,#N/A,
29/08/2023,15:00 - 16:00,479,62,#N/A,
29/08/2023,16:00 - 17:00,515,63,#N/A,
29/08/2023,17:00 - 18:00,550,65,#N/A,
29/08/2023,18:00 - 19:00,485,64,#N/A,
29/08/2023,19:00 - 20:00,450,53,#N/A,
29/08/2023,20:00 - 21:00,304,38,#N/A,
29/08/2023,21:00 - 22:00,154,48,#N/A,
29/08/2023,22:00 - 23:00,149,58,#N/A,
29/08/2023,23:00 - 24:00,125,62,#N/A,
30/08/2023,00:00 - 01:00,73,62,#N/A,
30/08/2023,01:00 - 02:00,36,71,#N/A,
30/08/2023,02:00 - 03:00,20,62,#N/A,
30/08/2023,03:00 - 04:00,34,60,#N/A,
30/08/2023,04:00 - 05:00,56,63,#N/A,
30/08/2023,05:00 - 06:00,136,61,#N/A,
30/08/2023,06:00 - 07:00,295,65,#N/A,
30/08/2023,07:00 - 08:00,409,68,#N/A,
30/08/2023,08:00 - 09:00,477,61,#N/A,
30/08/2023,09:00 - 10:00,688,62,#N/A,
30/08/2023,10:00 - 11:00,761,59,#N/A,
30/08/2023,11:00 - 12:00,642,61,#N/A,
30/08/2023,12:00 - 13:00,517,63,#N/A,
30/08/2023,13:00 - 14:00,503,65,#N/A,
30/08/2023,14:00 - 15:00,397,65,#N/A,
30/08/2023,15:00 - 16:00,471,66,#N/A,
30/08/2023,16:00 - 17:00,447,65,#N/A,
30/08/2023,17:00 - 18:00,446,64,#N/A,
30/08/2023,18:00 - 19:00,436,68,#N/A,
30/08/2023,19:00 - 20:00,366,64,#N/A,
30/08/2023,20:00 - 21:00,213,60,#N/A,
30/08/2023,21:00 - 22:00,160,59,#N/A,
30/08/2023,22:00 - 23:00,143,61,#N/A,
30/08/2023,23:00 - 24:00,99,57,#N/A,
31/08/2023,00:00 - 01:00,72,67,#N/A,
31/08/2023,01:00 - 02:00,38,63,#N/A,
31/08/2023,02:00 - 03:00,28,63,#N/A,
31/08/2023,03:00 - 04:00,37,66,#N/A,
31/08/2023,04:00 - 05:00,58,67,#N/A,
31/08/2023,05:00 - 06:00,103,63,#N/A,
31/08/2023,06:00 - 07:00,280,68,#N/A,
31/08/2023,07:00 - 08:00,267,66,#N/A,
31/08/2023,08:00 - 09:00,311,66,#N/A,
31/08/2023,09:00 - 10:00,388,63,#N/A,
31/08/2023,10:00 - 11:00,346,63,#N/A,
31/08/2023,11:00 - 12:00,319,66,#N/A,
31/08/2023,12:00 - 13:00,319,64,#N/A,
31/08/2023,13:00 - 14:00,293,60,#N/A,
31/08/2023,14:00 - 15:00,315,58,#N/A,
31/08/2023,15:00 - 16:00,292,67,#N/A,
31/08/2023,16:00 - 17:00,295,66,#N/A,
31/08/2023,17:00 - 18:00,256,65,#N/A,
31/08/2023,18:00 - 19:00,280,68,#N/A,
31/08/2023,19:00 - 20:00,262,65,#N/A,
31/08/2023,20:00 - 21:00,191,60,#N/A,
31/08/2023,21:00 - 22:00,148,60,#N/A,
31/08/2023,22:00 - 23:00,130,56,#N/A,
31/08/2023,23:00 - 24:00,132,61,#N/A,
01/09/2023,00:00 - 01:00,45,63,#N/A,
01/09/2023,01:00 - 02:00,34,59,#N/A,
01/09/2023,02:00 - 03:00,36,60,#N/A,
01/09/2023,03:00 - 04:00,36,57,#N/A,
01/09/2023,04:00 - 05:00,63,61,#N/A,
01/09/2023,05:00 - 06:00,124,60,#N/A,
01/09/2023,06:00 - 07:00,177,67,#N/A,
01/09/2023,07:00 - 08:00,247,71,#N/A,
01/09/2023,08:00 - 09:00,221,62,#N/A,
01/09/2023,09:00 - 10:00,218,59,#N/A,
01/09/2023,10:00 - 11:00,221,61,#N/A,
01/09/2023,11:00 - 12:00,287,60,#N/A,
01/09/2023,12:00 - 13:00,153,67,#N/A,
01/09/2023,13:00 - 14:00,180,67,#N/A,
01/09/2023,14:00 - 15:00,209,66,#N/A,
01/09/2023,15:00 - 16:00,215,69,#N/A,
01/09/2023,16:00 - 17:00,170,71,#N/A,
01/09/2023,17:00 - 18:00,172,63,#N/A,
01/09/2023,18:00 - 19:00,182,65,#N/A,
01/09/2023,19:00 - 20:00,212,69,#N/A,
01/09/2023,20:00 - 21:00,170,57,#N/A,
01/09/2023,21:00 - 22:00,143,59,#N/A,
01/09/2023,22:00 - 23:00,155,59,#N/A,
01/09/2023,23:00 - 24:00,143,63,#N/A,
02/09/2023,00:00 - 01:00,151,70,#N/A,
02/09/2023,01:00 - 02:00,72,64,#N/A,
02/09/2023,02:00 - 03:00,52,55,#N/A,
02/09/2023,03:00 - 04:00,40,62,#N/A,
02/09/2023,04:00 - 05:00,44,64,#N/A,
02/09/2023,05:00 - 06:00,113,63,#N/A,
02/09/2023,06:00 - 07:00,140,65,#N/A,
02/09/2023,07:00 - 08:00,221,64,#N/A,
02/09/2023,08:00 - 09:00,143,63,#N/A,
02/09/2023,09:00 - 10:00,206,66,#N/A,
02/09/2023,10:00 - 11:00,225,59,#N/A,
02/09/2023,11:00 - 12:00,140,60,#N/A,
02/09/2023,12:00 - 13:00,207,60,#N/A,
02/09/2023,13:00 - 14:00,142,65,#N/A,
02/09/2023,14:00 - 15:00,160,62,#N/A,
02/09/2023,15:00 - 16:00,132,65,#N/A,
02/09/2023,16:00 - 17:00,181,62,#N/A,
02/09/2023,17:00 - 18:00,145,61,#N/A,
02/09/2023,18:00 - 19:00,196,65,#N/A,
02/09/2023,19:00 - 20:00,661,61,#N/A,
02/09/2023,20:00 - 21:00,478,58,#N/A,
02/09/2023,21:00 - 22:00,234,58,#N/A,
02/09/2023,22:00 - 23:00,203,60,#N/A,
02/09/2023,23:00 - 24:00,245,61,#N/A,
03/09/2023,00:00 - 01:00,193,64,#N/A,
03/09/2023,01:00 - 02:00,77,63,#N/A,
03/09/2023,02:00 - 03:00,46,65,#N/A,
03/09/2023,03:00 - 04:00,50,66,#N/A,
03/09/2023,04:00 - 05:00,52,70,#N/A,
03/09/2023,05:00 - 06:00,84,58,#N/A,
03/09/2023,06:00 - 07:00,212,64,#N/A,
03/09/2023,07:00 - 08:00,488,67,#N/A,
03/09/2023,08:00 - 09:00,827,61,#N/A,
03/09/2023,09:00 - 10:00,1010,59,#N/A,
03/09/2023,10:00 - 11:00,976,57,#N/A,
03/09/2023,11:00 - 12:00,942,58,#N/A,
03/09/2023,12:00 - 13:00,762,58,#N/A,
03/09/2023,13:00 - 14:00,671,59,#N/A,
03/09/2023,14:00 - 15:00,542,49,#N/A,
03/09/2023,15:00 - 16:00,500,46,#N/A,
03/09/2023,16:00 - 17:00,445,42,#N/A,
03/09/2023,17:00 - 18:00,518,43,#N/A,
03/09/2023,18:00 - 19:00,536,45,#N/A,
03/09/2023,19:00 - 20:00,395,48,#N/A,
03/09/2023,20:00 - 21:00,207,61,#N/A,
03/09/2023,21:00 - 22:00,161,59,#N/A,
03/09/2023,22:00 - 23:00,139,62,#N/A,
03/09/2023,23:00 - 24:00,132,63,#N/A,
04/09/2023,00:00 - 01:00,86,64,#N/A,
04/09/2023,01:00 - 02:00,53,66,#N/A,
04/09/2023,02:00 - 03:00,22,64,#N/A,
04/09/2023,03:00 - 04:00,35,63,#N/A,
04/09/2023,04:00 - 05:00,48,68,#N/A,
04/09/2023,05:00 - 06:00,119,68,#N/A,
04/09/2023,06:00 - 07:00,262,64,#N/A,
04/09/2023,07:00 - 08:00,351,69,#N/A,
04/09/2023,08:00 - 09:00,365,64,#N/A,
04/09/2023,09:00 - 10:00,306,62,#N/A,
04/09/2023,10:00 - 11:00,484,58,#N/A,
04/09/2023,11:00 - 12:00,381,62,#N/A,
04/09/2023,12:00 - 13:00,412,63,#N/A,
04/09/2023,13:00 - 14:00,441,65,#N/A,
04/09/2023,14:00 - 15:00,308,64,#N/A,
04/09/2023,15:00 - 16:00,325,63,#N/A,
04/09/2023,16:00 - 17:00,240,65,#N/A,
04/09/2023,17:00 - 18:00,215,64,#N/A,
04/09/2023,18:00 - 19:00,252,67,#N/A,
04/09/2023,19:00 - 20:00,193,67,#N/A,
04/09/2023,20:00 - 21:00,196,63,#N/A,
04/09/2023,21:00 - 22:00,122,61,#N/A,
04/09/2023,22:00 - 23:00,149,63,#N/A,
04/09/2023,23:00 - 24:00,76,63,#N/A,
05/09/2023,00:00 - 01:00,52,64,#N/A,
05/09/2023,01:00 - 02:00,40,61,#N/A,
05/09/2023,02:00 - 03:00,20,60,#N/A,
05/09/2023,03:00 - 04:00,18,52,#N/A,
05/09/2023,04:00 - 05:00,43,54,#N/A,
05/09/2023,05:00 - 06:00,104,60,#N/A,
05/09/2023,06:00 - 07:00,145,62,#N/A,
05/09/2023,07:00 - 08:00,247,67,#N/A,
05/09/2023,08:00 - 09:00,286,62,#N/A,
05/09/2023,09:00 - 10:00,223,63,#N/A,
05/09/2023,10:00 - 11:00,191,57,#N/A,
05/09/2023,11:00 - 12:00,246,63,#N/A,
05/09/2023,12:00 - 13:00,199,63,#N/A,
05/09/2023,13:00 - 14:00,166,66,#N/A,
05/09/2023,14:00 - 15:00,212,66,#N/A,
05/09/2023,15:00 - 16:00,192,66,#N/A,
05/09/2023,16:00 - 17:00,150,68,#N/A,
05/09/2023,17:00 - 18:00,166,66,#N/A,
05/09/2023,18:00 - 19:00,220,64,#N/A,
05/09/2023,19:00 - 20:00,187,61,#N/A,
05/09/2023,20:00 - 21:00,204,65,#N/A,
05/09/2023,21:00 - 22:00,122,62,#N/A,
05/09/2023,22:00 - 23:00,104,65,#N/A,
05/09/2023,23:00 - 24:00,80,68,#N/A,
06/09/2023,00:00 - 01:00,44,68,#N/A,
06/09/2023,01:00 - 02:00,35,67,#N/A,
06/09/2023,02:00 - 03:00,16,59,#N/A,
06/09/2023,03:00 - 04:00,25,54,#N/A,
06/09/2023,04:00 - 05:00,60,63,#N/A,
06/09/2023,05:00 - 06:00,91,66,#N/A,
06/09/2023,06:00 - 07:00,181,66,#N/A,
06/09/2023,07:00 - 08:00,166,65,#N/A,
06/09/2023,08:00 - 09:00,151,66,#N/A,
06/09/2023,09:00 - 10:00,145,62,#N/A,
06/09/2023,10:00 - 11:00,145,63,#N/A,
06/09/2023,11:00 - 12:00,173,64,#N/A,
06/09/2023,12:00 - 13:00,130,62,#N/A,
06/09/2023,13:00 - 14:00,220,62,#N/A,
06/09/2023,14:00 - 15:00,175,60,#N/A,
06/09/2023,15:00 - 16:00,170,62,#N/A,
06/09/2023,16:00 - 17:00,125,64,#N/A,
06/09/2023,17:00 - 18:00,153,67,#N/A,
06/09/2023,18:00 - 19:00,186,67,#N/A,
06/09/2023,19:00 - 20:00,150,66,#N/A,
06/09/2023,20:00 - 21:00,140,63,#N/A,
06/09/2023,21:00 - 22:00,111,62,#N/A,
06/09/2023,22:00 - 23:00,107,63,#N/A,
06/09/2023,23:00 - 24:00,80,65,#N/A,
07/09/2023,00:00 - 01:00,47,65,#N/A,
07/09/2023,01:00 - 02:00,16,69,#N/A,
07/09/2023,02:00 - 03:00,22,74,#N/A,
07/09/2023,03:00 - 04:00,24,68,#N/A,
07/09/2023,04:00 - 05:00,53,63,#N/A,
07/09/2023,05:00 - 06:00,106,64,#N/A,
07/09/2023,06:00 - 07:00,242,65,#N/A,
07/09/2023,07:00 - 08:00,389,67,#N/A,
07/09/2023,08:00 - 09:00,395,62,#N/A,
07/09/2023,09:00 - 10:00,515,63,#N/A,
07/09/2023,10:00 - 11:00,510,61,#N/A,
07/09/2023,11:00 - 12:00,476,59,#N/A,
07/09/2023,12:00 - 13:00,560,60,#N/A,
07/09/2023,13:00 - 14:00,508,62,#N/A,
07/09/2023,14:00 - 15:00,523,63,#N/A,
07/09/2023,15:00 - 16:00,552,64,#N/A,
07/09/2023,16:00 - 17:00,544,63,#N/A,
07/09/2023,17:00 - 18:00,554,65,#N/A,
07/09/2023,18:00 - 19:00,575,66,#N/A,
07/09/2023,19:00 - 20:00,520,64,#N/A,
07/09/2023,20:00 - 21:00,379,51,#N/A,
07/09/2023,21:00 - 22:00,196,54,#N/A,
07/09/2023,22:00 - 23:00,174,59,#N/A,
07/09/2023,23:00 - 24:00,113,61,#N/A,
08/09/2023,00:00 - 01:00,60,59,#N/A,1
08/09/2023,01:00 - 02:00,49,61,#N/A,1
08/09/2023,02:00 - 03:00,21,65,#N/A,1
08/09/2023,03:00 - 04:00,26,61,#N/A,1
08/09/2023,04:00 - 05:00,33,57,#N/A,1
08/09/2023,05:00 - 06:00,75,70,#N/A,1
08/09/2023,06:00 - 07:00,198,63,#N/A,1
08/09/2023,07:00 - 08:00,366,66,#N/A,1
08/09/2023,08:00 - 09:00,511,64,#N/A,1
08/09/2023,09:00 - 10:00,614,62,#N/A,1
08/09/2023,10:00 - 11:00,694,62,#N/A,1
08/09/2023,11:00 - 12:00,688,61,#N/A,1
08/09/2023,12:00 - 13:00,585,61,#N/A,1
08/09/2023,13:00 - 14:00,530,61,#N/A,1
08/09/2023,14:00 - 15:00,477,61,#N/A,1
08/09/2023,15:00 - 16:00,425,63,#N/A,1
08/09/2023,16:00 - 17:00,409,66,#N/A,1
08/09/2023,17:00 - 18:00,399,65,#N/A,1
08/09/2023,18:00 - 19:00,380,64,#N/A,1
08/09/2023,19:00 - 20:00,280,62,#N/A,1
08/09/2023,20:00 - 21:00,221,58,#N/A,1
08/09/2023,21:00 - 22:00,161,61,#N/A,1
08/09/2023,22:00 - 23:00,147,64,#N/A,1
08/09/2023,23:00 - 24:00,147,62,#N/A,1
09/09/2023,00:00 - 01:00,85,59,#N/A,
09/09/2023,01:00 - 02:00,37,63,#N/A,
09/09/2023,02:00 - 03:00,21,60,#N/A,
09/09/2023,03:00 - 04:00,44,61,#N/A,
09/09/2023,04:00 - 05:00,48,66,#N/A,
09/09/2023,05:00 - 06:00,96,62,#N/A,
09/09/2023,06:00 - 07:00,201,65,#N/A,
09/09/2023,07:00 - 08:00,331,68,#N/A,
09/09/2023,08:00 - 09:00,251,63,#N/A,
09/09/2023,09:00 - 10:00,301,63,#N/A,
09/09/2023,10:00 - 11:00,332,61,#N/A,
09/09/2023,11:00 - 12:00,325,62,#N/A,
09/09/2023,12:00 - 13:00,346,68,#N/A,
09/09/2023,13:00 - 14:00,340,65,#N/A,
09/09/2023,14:00 - 15:00,234,62,#N/A,
09/09/2023,15:00 - 16:00,200,60,#N/A,
09/09/2023,16:00 - 17:00,275,63,#N/A,
09/09/2023,17:00 - 18:00,235,65,#N/A,
09/09/2023,18:00 - 19:00,199,61,#N/A,
09/09/2023,19:00 - 20:00,227,61,#N/A,
09/09/2023,20:00 - 21:00,170,61,#N/A,
09/09/2023,21:00 - 22:00,141,68,#N/A,
09/09/2023,22:00 - 23:00,135,56,#N/A,
09/09/2023,23:00 - 24:00,115,65,#N/A,
10/09/2023,00:00 - 01:00,96,66,#N/A,
10/09/2023,01:00 - 02:00,52,63,#N/A,
10/09/2023,02:00 - 03:00,32,63,#N/A,
10/09/2023,03:00 - 04:00,43,71,#N/A,
10/09/2023,04:00 - 05:00,50,66,#N/A,
10/09/2023,05:00 - 06:00,73,68,#N/A,
10/09/2023,06:00 - 07:00,151,66,#N/A,
10/09/2023,07:00 - 08:00,221,63,#N/A,
10/09/2023,08:00 - 09:00,235,64,#N/A,
10/09/2023,09:00 - 10:00,216,62,#N/A,
10/09/2023,10:00 - 11:00,193,59,#N/A,
10/09/2023,11:00 - 12:00,160,59,#N/A,
10/09/2023,12:00 - 13:00,190,61,#N/A,
10/09/2023,13:00 - 14:00,155,59,#N/A,
10/09/2023,14:00 - 15:00,125,47,#N/A,
10/09/2023,15:00 - 16:00,141,48,#N/A,
10/09/2023,16:00 - 17:00,104,53,#N/A,
10/09/2023,17:00 - 18:00,130,46,#N/A,
10/09/2023,18:00 - 19:00,121,46,#N/A,
10/09/2023,19:00 - 20:00,74,49,#N/A,
10/09/2023,20:00 - 21:00,85,56,#N/A,
10/09/2023,21:00 - 22:00,83,64,#N/A,
10/09/2023,22:00 - 23:00,72,64,#N/A,
10/09/2023,23:00 - 24:00,107,61,#N/A,
11/09/2023,00:00 - 01:00,51,65,#N/A,
11/09/2023,01:00 - 02:00,41,62,#N/A,
11/09/2023,02:00 - 03:00,40,58,#N/A,
11/09/2023,03:00 - 04:00,26,68,#N/A,
11/09/2023,04:00 - 05:00,44,58,#N/A,
11/09/2023,05:00 - 06:00,75,66,#N/A,
11/09/2023,06:00 - 07:00,141,64,#N/A,
11/09/2023,07:00 - 08:00,128,69,#N/A,
11/09/2023,08:00 - 09:00,133,65,#N/A,
11/09/2023,09:00 - 10:00,155,63,#N/A,
11/09/2023,10:00 - 11:00,183,61,#N/A,
11/09/2023,11:00 - 12:00,163,56,#N/A,
11/09/2023,12:00 - 13:00,149,59,#N/A,
11/09/2023,13:00 - 14:00,117,66,#N/A,
11/09/2023,14:00 - 15:00,125,66,#N/A,
11/09/2023,15:00 - 16:00,114,69,#N/A,
11/09/2023,16:00 - 17:00,104,66,#N/A,
11/09/2023,17:00 - 18:00,119,67,#N/A,
11/09/2023,18:00 - 19:00,133,66,#N/A,
11/09/2023,19:00 - 20:00,99,64,#N/A,
11/09/2023,20:00 - 21:00,110,64,#N/A,
11/09/2023,21:00 - 22:00,83,59,#N/A,
11/09/2023,22:00 - 23:00,105,62,#N/A,
11/09/2023,23:00 - 24:00,137,67,#N/A,
12/09/2023,00:00 - 01:00,46,63,#N/A,
12/09/2023,01:00 - 02:00,17,77,#N/A,
12/09/2023,02:00 - 03:00,17,62,#N/A,
12/09/2023,03:00 - 04:00,32,78,#N/A,
12/09/2023,04:00 - 05:00,42,63,#N/A,
12/09/2023,05:00 - 06:00,88,62,#N/A,
12/09/2023,06:00 - 07:00,261,64,#N/A,
12/09/2023,07:00 - 08:00,422,65,#N/A,
12/09/2023,08:00 - 09:00,489,62,#N/A,
12/09/2023,09:00 - 10:00,606,61,#N/A,
12/09/2023,10:00 - 11:00,661,58,#N/A,
12/09/2023,11:00 - 12:00,550,59,#N/A,
12/09/2023,12:00 - 13:00,473,61,#N/A,
12/09/2023,13:00 - 14:00,461,63,#N/A,
12/09/2023,14:00 - 15:00,422,63,#N/A,
12/09/2023,15:00 - 16:00,443,64,#N/A,
12/09/2023,16:00 - 17:00,456,64,#N/A,
12/09/2023,17:00 - 18:00,482,65,#N/A,
12/09/2023,18:00 - 19:00,440,66,#N/A,
12/09/2023,19:00 - 20:00,363,64,#N/A,
12/09/2023,20:00 - 21:00,225,64,#N/A,
12/09/2023,21:00 - 22:00,137,60,#N/A,
12/09/2023,22:00 - 23:00,138,61,#N/A,
12/09/2023,23:00 - 24:00,114,62,#N/A,
13/09/2023,00:00 - 01:00,44,66,#N/A,
13/09/2023,01:00 - 02:00,31,56,#N/A,
13/09/2023,02:00 - 03:00,15,56,#N/A,
13/09/2023,03:00 - 04:00,29,69,#N/A,
13/09/2023,04:00 - 05:00,48,62,#N/A,
13/09/2023,05:00 - 06:00,101,62,#N/A,
13/09/2023,06:00 - 07:00,291,67,#N/A,
13/09/2023,07:00 - 08:00,389,67,#N/A,
13/09/2023,08:00 - 09:00,506,65,#N/A,
13/09/2023,09:00 - 10:00,542,61,#N/A,
13/09/2023,10:00 - 11:00,635,61,#N/A,
13/09/2023,11:00 - 12:00,542,61,#N/A,
13/09/2023,12:00 - 13:00,380,64,#N/A,
13/09/2023,13:00 - 14:00,360,63,#N/A,
13/09/2023,14:00 - 15:00,401,66,#N/A,
13/09/2023,15:00 - 16:00,383,65,#N/A,
13/09/2023,16:00 - 17:00,402,65,#N/A,
13/09/2023,17:00 - 18:00,329,64,#N/A,
13/09/2023,18:00 - 19:00,322,67,#N/A,
13/09/2023,19:00 - 20:00,261,66,#N/A,
13/09/2023,20:00 - 21:00,196,62,#N/A,
13/09/2023,21:00 - 22:00,105,67,#N/A,
13/09/2023,22:00 - 23:00,134,60,#N/A,
13/09/2023,23:00 - 24:00,79,62,#N/A,
14/09/2023,00:00 - 01:00,42,57,#N/A,
14/09/2023,01:00 - 02:00,28,72,#N/A,
14/09/2023,02:00 - 03:00,20,70,#N/A,
14/09/2023,03:00 - 04:00,29,68,#N/A,
14/09/2023,04:00 - 05:00,56,62,#N/A,
14/09/2023,05:00 - 06:00,80,65,#N/A,
14/09/2023,06:00 - 07:00,230,66,#N/A,
14/09/2023,07:00 - 08:00,268,67,#N/A,
14/09/2023,08:00 - 09:00,297,64,#N/A,
14/09/2023,09:00 - 10:00,303,62,#N/A,
14/09/2023,10:00 - 11:00,325,60,#N/A,
14/09/2023,11:00 - 12:00,571,61,#N/A,
14/09/2023,12:00 - 13:00,483,60,#N/A,
14/09/2023,13:00 - 14:00,470,62,#N/A,
14/09/2023,14:00 - 15:00,455,63,#N/A,
14/09/2023,15:00 - 16:00,462,63,#N/A,
14/09/2023,16:00 - 17:00,486,64,#N/A,
14/09/2023,17:00 - 18:00,528,65,#N/A,
14/09/2023,18:00 - 19:00,534,66,#N/A,
14/09/2023,19:00 - 20:00,391,63,#N/A,
14/09/2023,20:00 - 21:00,258,61,#N/A,
14/09/2023,21:00 - 22:00,146,60,#N/A,
14/09/2023,22:00 - 23:00,102,65,#N/A,
14/09/2023,23:00 - 24:00,110,63,#N/A,
15/09/2023,00:00 - 01:00,48,67,#N/A,
15/09/2023,01:00 - 02:00,37,61,#N/A,
15/09/2023,02:00 - 03:00,22,64,#N/A,
15/09/2023,03:00 - 04:00,15,61,#N/A,
15/09/2023,04:00 - 05:00,42,64,#N/A,
15/09/2023,05:00 - 06:00,100,64,#N/A,
15/09/2023,06:00 - 07:00,297,65,#N/A,
15/09/2023,07:00 - 08:00,457,65,#N/A,
15/09/2023,08:00 - 09:00,443,64,#N/A,
15/09/2023,09:00 - 10:00,725,62,#N/A,
15/09/2023,10:00 - 11:00,697,57,#N/A,
15/09/2023,11:00 - 12:00,692,60,#N/A,
15/09/2023,12:00 - 13:00,553,62,#N/A,
15/09/2023,13:00 - 14:00,545,62,#N/A,
15/09/2023,14:00 - 15:00,562,64,#N/A,
15/09/2023,15:00 - 16:00,515,63,#N/A,
15/09/2023,16:00 - 17:00,596,67,#N/A,
15/09/2023,17:00 - 18:00,587,66,#N/A,
15/09/2023,18:00 - 19:00,549,64,#N/A,
15/09/2023,19:00 - 20:00,551,61,#N/A,
15/09/2023,20:00 - 21:00,355,60,#N/A,
15/09/2023,21:00 - 22:00,190,61,#N/A,
15/09/2023,22:00 - 23:00,199,59,#N/A,
15/09/2023,23:00 - 24:00,144,62,#N/A,
16/09/2023,00:00 - 01:00,91,64,#N/A,
16/09/2023,01:00 - 02:00,47,64,#N/A,
16/09/2023,02:00 - 03:00,35,69,#N/A,
16/09/2023,03:00 - 04:00,38,55,#N/A,
16/09/2023,04:00 - 05:00,31,61,#N/A,
16/09/2023,05:00 - 06:00,109,63,#N/A,
16/09/2023,06:00 - 07:00,290,64,#N/A,
16/09/2023,07:00 - 08:00,391,65,#N/A,
16/09/2023,08:00 - 09:00,561,63,#N/A,
16/09/2023,09:00 - 10:00,341,60,#N/A,
16/09/2023,10:00 - 11:00,399,61,#N/A,
16/09/2023,11:00 - 12:00,446,63,#N/A,
16/09/2023,12:00 - 13:00,361,65,#N/A,
16/09/2023,13:00 - 14:00,322,63,#N/A,
16/09/2023,14:00 - 15:00,331,63,#N/A,
16/09/2023,15:00 - 16:00,278,62,#N/A,
16/09/2023,16:00 - 17:00,282,64,#N/A,
16/09/2023,17:00 - 18:00,240,65,#N/A,
16/09/2023,18:00 - 19:00,258,65,#N/A,
16/09/2023,19:00 - 20:00,289,58,#N/A,
16/09/2023,20:00 - 21:00,165,60,#N/A,
16/09/2023,21:00 - 22:00,190,58,#N/A,
16/09/2023,22:00 - 23:00,171,61,#N/A,
16/09/2023,23:00 - 24:00,170,63,#N/A,
17/09/2023,00:00 - 01:00,100,63,#N/A,
17/09/2023,01:00 - 02:00,70,67,#N/A,
17/09/2023,02:00 - 03:00,43,68,#N/A,
17/09/2023,03:00 - 04:00,46,64,#N/A,
17/09/2023,04:00 - 05:00,36,63,#N/A,
17/09/2023,05:00 - 06:00,74,67,#N/A,
17/09/2023,06:00 - 07:00,212,65,#N/A,
