Date,Time,Count,Avg Speed [km/h],85th percentile [km/h]
,,,,65
,,,,70
,,,,66
,,,,67
,,,,70
,,,,71
,,,,69
,,,,73
,,,,69
,,,,69
,,,,68
,,,,70
,,,,70
,,,,70
,,,,73
,,,,72
,,,,73
,,,,72
,,,,73
,,,,70
,,,,66
,,,,59
,,,,69
,,,,65
,,,,68
,,,,77
,,,,77
,,,,78
,,,,64
,,,,66
,,,,72
,,,,69
,,,,69
,,,,69
,,,,70
,,,,69
,,,,72
,,,,68
,,,,67
,,,,70
,,,,69
,,,,71
,,,,74
,,,,70
,,,,74
,,,,69
,,,,73
,,,,73
,,,,73
,,,,70
,,,,73
,,,,73
,,,,64
,,,,73
,,,,72
,,,,73
,,,,73
,,,,73
,,,,69
,,,,66
,,,,66
,,,,67
,,,,65
,,,,61
,,,,66
,,,,68
,,,,72
,,,,73
,,,,73
,,,,72
,,,,73
,,,,70
,,,,78
,,,,73
,,,,71
,,,,78
,,,,65
,,,,71
,,,,72
,,,,69
,,,,69
,,,,69
,,,,66
,,,,66
,,,,70
,,,,73
,,,,73
,,,,73
,,,,72
,,,,74
,,,,73
,,,,74
,,,,72
,,,,59
,,,,62
,,,,63
,,,,61
,,,,80
,,,,65
,,,,68
,,,,65
,,,,68
,,,,67
,,,,69
,,,,71
,,,,65
,,,,72
,,,,69
,,,,72
,,,,73
,,,,73
,,,,73
,,,,73
,,,,73
,,,,77
,,,,74
,,,,77
,,,,66
,,,,77
,,,,73
,,,,78
,,,,69
,,,,86
,,,,71
,,,,73
,,,,76
,,,,74
,,,,69
,,,,72
,,,,67
,,,,70
,,,,70
,,,,68
,,,,74
,,,,76
,,,,78
,,,,76
,,,,79
,,,,80
,,,,76
,,,,77
,,,,69
,,,,67
,,,,74
,,,,75
,,,,75
,,,,91
,,,,76
,,,,72
,,,,71
,,,,77
,,,,74
,,,,74
,,,,68
,,,,68
,,,,73
,,,,72
,,,,75
,,,,75
,,,,76
,,,,75
,,,,79
,,,,76
,,,,73
,,,,76
,,,,74
,,,,74
,,,,76
,,,,72
,,,,64
,,,,68
,,,,72
,,,,80
,,,,71
,,,,81
,,,,75
,,,,75
,,,,72
,,,,70
,,,,71
,,,,73
,,,,75
,,,,78
,,,,75
,,,,75
,,,,78
,,,,72
,,,,75
,,,,75
,,,,79
,,,,72
,,,,78
,,,,75
,,,,76
,,,,79
,,,,68
,,,,80
,,,,70
,,,,76
,,,,78
,,,,79
,,,,69
,,,,69
,,,,69
,,,,75
,,,,70
,,,,71
,,,,72
,,,,75
,,,,76
,,,,76
,,,,76
,,,,70
,,,,71
,,,,75
,,,,76
,,,,80
,,,,75
,,,,85
,,,,80
,,,,75
,,,,79
,,,,76
,,,,76
,,,,76
,,,,72
,,,,71
,,,,68
,,,,72
,,,,71
,,,,66
,,,,67
,,,,74
,,,,76
,,,,76
,,,,76
,,,,75
,,,,71
,,,,76
,,,,72
,,,,76
,,,,74
,,,,64
,,,,66
,,,,83
,,,,76
,,,,78
,,,,75
,,,,75
,,,,72
,,,,74
,,,,71
,,,,75
,,,,71
,,,,80
,,,,79
,,,,77
,,,,79
,,,,79
,,,,74
,,,,76
,,,,76
,,,,75
,,,,75
,,,,79
,,,,79
,,,,66
,,,,84
,,,,78
,,,,75
,,,,80
,,,,77
,,,,74
,,,,71
,,,,68
,,,,75
,,,,75
,,,,78
,,,,76
,,,,79
,,,,78
,,,,79
,,,,79
,,,,75
,,,,75
,,,,72
,,,,75
,,,,77
,,,,79
,,,,79
,,,,66
,,,,78
,,,,68
,,,,70
,,,,79
,,,,79
,,,,74
,,,,71
,,,,68
,,,,74
,,,,73
,,,,74
,,,,83
,,,,78
,,,,79
,,,,75
,,,,78
,,,,76
,,,,79
,,,,72
,,,,75
,,,,84
,,,,71
,,,,64
,,,,71
,,,,71
,,,,76
,,,,76
,,,,78
,,,,79
,,,,76
,,,,72
,,,,69
,,,,70
,,,,74
,,,,75
,,,,75
,,,,78
,,,,76
,,,,78
,,,,79
,,,,76
,,,,79
,,,,70
,,,,68
,,,,74
,,,,78
,,,,61
,,,,77
,,,,73
,,,,70
,,,,76
,,,,75
,,,,75
,,,,72
,,,,71
,,,,72
,,,,72
,,,,71
,,,,73
,,,,74
,,,,73
,,,,72
,,,,75
,,,,78
,,,,72
,,,,75
,,,,68
,,,,76
,,,,75
,,,,67
,,,,82
,,,,76
,,,,64
,,,,78
,,,,79
,,,,77
,,,,75
,,,,75
,,,,74
,,,,71
,,,,71
,,,,69
,,,,68
,,,,68
,,,,67
,,,,71
,,,,75
,,,,72
,,,,68
,,,,72
,,,,67
,,,,75
,,,,78
,,,,68
,,,,79
,,,,76
,,,,71
,,,,68
,,,,72
,,,,71
,,,,79
,,,,75
,,,,70
,,,,68
,,,,64
,,,,64
,,,,63
,,,,67
,,,,63
,,,,64
,,,,68
,,,,72
,,,,74
,,,,77
,,,,69
,,,,76
,,,,76
,,,,76
,,,,75
,,,,62
,,,,66
,,,,76
,,,,75
,,,,79
,,,,75
,,,,72
,,,,70
,,,,68
,,,,75
,,,,71
,,,,75
,,,,75
,,,,76
,,,,78
,,,,78
,,,,75
,,,,76
,,,,71
,,,,67
,,,,68
,,,,80
,,,,69
,,,,69
,,,,84
,,,,69
,,,,76
,,,,80
,,,,75
,,,,76
,,,,74
,,,,70
,,,,66
,,,,64
,,,,64
,,,,68
,,,,64
,,,,63
,,,,67
,,,,71
,,,,75
,,,,76
,,,,76
,,,,71
,,,,75
,,,,79
,,,,68
,,,,59
,,,,84
,,,,68
,,,,68
,,,,75
,,,,76
,,,,76
,,,,72
,,,,70
,,,,68
,,,,75
,,,,74
,,,,76
,,,,75
,,,,79
,,,,78
,,,,80
,,,,79
,,,,76
,,,,80
,,,,76
,,,,78
,,,,83
,,,,85
,,,,71
,,,,84
,,,,67
,,,,71
,,,,72
,,,,75
,,,,76
,,,,75
,,,,72
,,,,70
,,,,68
,,,,72
,,,,77
,,,,79
,,,,73
,,,,75
,,,,77
,,,,84
,,,,76
,,,,72
,,,,80
,,,,75
,,,,85
,,,,72
,,,,83
,,,,68
,,,,70
,,,,74
,,,,79
,,,,79
,,,,76
,,,,72
,,,,73
,,,,68
,,,,74
,,,,73
,,,,72
,,,,76
,,,,76
,,,,77
,,,,79
,,,,75
,,,,77
,,,,72
,,,,76
,,,,68
,,,,79
,,,,69
,,,,75
,,,,74
,,,,68
,,,,76
,,,,73
,,,,77
,,,,75
,,,,72
,,,,69
,,,,70
,,,,68
,,,,71
,,,,71
,,,,73
,,,,71
,,,,71
,,,,75
,,,,71
,,,,75
,,,,75
,,,,71
,,,,72
,,,,77
,,,,76
,,,,74
,,,,68
,,,,76
,,,,70
,,,,76
,,,,77
,,,,79
,,,,77
,,,,75
,,,,67
,,,,66
,,,,64
,,,,64
,,,,64
,,,,63
,,,,68
,,,,75
,,,,78
,,,,65
,,,,72
,,,,76
,,,,74
,,,,68
,,,,79
,,,,72
,,,,79
,,,,83
,,,,75
,,,,78
,,,,80
,,,,79
,,,,72
,,,,69
,,,,67
,,,,66
,,,,71
,,,,76
,,,,76
,,,,77
,,,,76
,,,,79
,,,,77
,,,,76
,,,,71
,,,,72
,,,,69
,,,,75
,,,,75
,,,,61
,,,,85
,,,,65
,,,,68
,,,,72
,,,,72
,,,,72
,,,,69
,,,,74
,,,,72
,,,,70
,,,,76
,,,,76
,,,,76
,,,,77
,,,,76
,,,,79
,,,,80
,,,,70
,,,,76
,,,,71
,,,,76
,,,,77
,,,,76
,,,,80
,,,,68
,,,,65
,,,,79
,,,,77
,,,,78
,,,,75
,,,,75
,,,,68
,,,,74
,,,,68
,,,,75
,,,,75
,,,,76
,,,,78
,,,,79
,,,,77
,,,,80
,,,,74
,,,,77
,,,,75
,,,,72
,,,,81
,,,,69
,,,,74
,,,,83
,,,,85
,,,,72
,,,,78
,,,,80
,,,,76
,,,,73
,,,,70
,,,,67
,,,,71
,,,,72
,,,,74
,,,,73
,,,,75
,,,,75
,,,,77
,,,,79
,,,,77
,,,,77
,,,,76
,,,,75
,,,,76
,,,,76
,,,,80
,,,,80
,,,,82
,,,,73
,,,,79
,,,,78
,,,,78
,,,,73
,,,,71
,,,,64
,,,,65
,,,,65
,,,,69
,,,,67
,,,,65
,,,,67
,,,,71
,,,,70
,,,,66
,,,,68
,,,,68
,,,,79
,,,,81
,,,,67
,,,,68
,,,,77
,,,,69
,,,,75
,,,,80
,,,,78
,,,,79
,,,,73
,,,,71
,,,,71
,,,,70
,,,,73
,,,,73
,,,,74
,,,,72
,,,,77
,,,,76
,,,,77
,,,,74
,,,,76
,,,,76
,,,,66
,,,,78
,,,,85
,,,,79
,,,,79
,,,,77
,,,,80
,,,,77
,,,,73
,,,,79
,,,,71
,,,,67
,,,,65
,,,,64
,,,,65
,,,,64
,,,,64
,,,,65
,,,,69
,,,,68
,,,,66
,,,,77
,,,,65
,,,,67
,,,,69
