DateTime,vehicle_count_per_hour,average_speed_per_hour,PH Bool,Day,Time
12/09/2023 12:00,478,95,0,12/09/2023,12:00:00
12/09/2023 13:00,462,101,0,12/09/2023,13:00:00
12/09/2023 14:00,435,101,0,12/09/2023,14:00:00
12/09/2023 15:00,472,104,0,12/09/2023,15:00:00
12/09/2023 16:00,483,100,0,12/09/2023,16:00:00
12/09/2023 17:00,503,104,0,12/09/2023,17:00:00
12/09/2023 18:00,466,104,0,12/09/2023,18:00:00
12/09/2023 19:00,393,101,0,12/09/2023,19:00:00
12/09/2023 20:00,259,96,0,12/09/2023,20:00:00
12/09/2023 21:00,151,96,0,12/09/2023,21:00:00
12/09/2023 22:00,158,100,0,12/09/2023,22:00:00
12/09/2023 23:00,125,104,0,12/09/2023,23:00:00
13/09/2023 00:00,55,106,0,13/09/2023,00:00:00
13/09/2023 01:00,34,107,0,13/09/2023,01:00:00
13/09/2023 02:00,22,99,0,13/09/2023,02:00:00
13/09/2023 03:00,36,98,0,13/09/2023,03:00:00
13/09/2023 04:00,57,102,0,13/09/2023,04:00:00
13/09/2023 05:00,125,96,0,13/09/2023,05:00:00
13/09/2023 06:00,285,106,0,13/09/2023,06:00:00
13/09/2023 07:00,424,107,0,13/09/2023,07:00:00
13/09/2023 08:00,512,102,0,13/09/2023,08:00:00
13/09/2023 09:00,556,96,0,13/09/2023,09:00:00
13/09/2023 10:00,613,100,0,13/09/2023,10:00:00
13/09/2023 11:00,434,98,0,13/09/2023,11:00:00
13/09/2023 12:00,406,103,0,13/09/2023,12:00:00
13/09/2023 13:00,283,104,0,13/09/2023,13:00:00
13/09/2023 14:00,265,108,0,13/09/2023,14:00:00
13/09/2023 15:00,366,104,0,13/09/2023,15:00:00
13/09/2023 16:00,346,103,0,13/09/2023,16:00:00
13/09/2023 17:00,272,101,0,13/09/2023,17:00:00
13/09/2023 18:00,197,104,0,13/09/2023,18:00:00
13/09/2023 19:00,299,101,0,13/09/2023,19:00:00
13/09/2023 20:00,227,100,0,13/09/2023,20:00:00
13/09/2023 21:00,125,98,0,13/09/2023,21:00:00
13/09/2023 22:00,147,100,0,13/09/2023,22:00:00
13/09/2023 23:00,89,94,0,13/09/2023,23:00:00
14/09/2023 00:00,59,103,0,14/09/2023,00:00:00
14/09/2023 01:00,29,108,0,14/09/2023,01:00:00
14/09/2023 02:00,25,99,0,14/09/2023,02:00:00
14/09/2023 03:00,38,124,0,14/09/2023,03:00:00
14/09/2023 04:00,67,106,0,14/09/2023,04:00:00
14/09/2023 05:00,107,111,0,14/09/2023,05:00:00
14/09/2023 06:00,219,105,0,14/09/2023,06:00:00
14/09/2023 07:00,215,105,0,14/09/2023,07:00:00
14/09/2023 08:00,273,102,0,14/09/2023,08:00:00
14/09/2023 09:00,282,100,0,14/09/2023,09:00:00
14/09/2023 10:00,364,93,0,14/09/2023,10:00:00
14/09/2023 11:00,251,95,0,14/09/2023,11:00:00
14/09/2023 12:00,234,96,0,14/09/2023,12:00:00
14/09/2023 13:00,336,104,0,14/09/2023,13:00:00
14/09/2023 14:00,228,107,0,14/09/2023,14:00:00
14/09/2023 15:00,257,104,0,14/09/2023,15:00:00
14/09/2023 16:00,199,103,0,14/09/2023,16:00:00
14/09/2023 17:00,178,115,0,14/09/2023,17:00:00
14/09/2023 18:00,245,103,0,14/09/2023,18:00:00
14/09/2023 19:00,418,101,0,14/09/2023,19:00:00
14/09/2023 20:00,284,94,0,14/09/2023,20:00:00
14/09/2023 21:00,165,98,0,14/09/2023,21:00:00
14/09/2023 22:00,115,101,0,14/09/2023,22:00:00
14/09/2023 23:00,118,102,0,14/09/2023,23:00:00
15/09/2023 00:00,55,103,0,15/09/2023,00:00:00
15/09/2023 01:00,48,106,0,15/09/2023,01:00:00
15/09/2023 02:00,30,92,0,15/09/2023,02:00:00
15/09/2023 03:00,25,102,0,15/09/2023,03:00:00
15/09/2023 04:00,58,101,0,15/09/2023,04:00:00
15/09/2023 05:00,124,101,0,15/09/2023,05:00:00
15/09/2023 06:00,311,106,0,15/09/2023,06:00:00
15/09/2023 07:00,473,104,0,15/09/2023,07:00:00
15/09/2023 08:00,564,100,0,15/09/2023,08:00:00
15/09/2023 09:00,752,99,0,15/09/2023,09:00:00
15/09/2023 10:00,695,93,0,15/09/2023,10:00:00
15/09/2023 11:00,698,94,0,15/09/2023,11:00:00
15/09/2023 12:00,566,99,0,15/09/2023,12:00:00
15/09/2023 13:00,565,102,0,15/09/2023,13:00:00
15/09/2023 14:00,576,107,0,15/09/2023,14:00:00
15/09/2023 15:00,558,101,0,15/09/2023,15:00:00
15/09/2023 16:00,626,104,0,15/09/2023,16:00:00
15/09/2023 17:00,619,103,0,15/09/2023,17:00:00
15/09/2023 18:00,599,102,0,15/09/2023,18:00:00
15/09/2023 19:00,577,99,0,15/09/2023,19:00:00
15/09/2023 20:00,389,97,0,15/09/2023,20:00:00
15/09/2023 21:00,224,97,0,15/09/2023,21:00:00
15/09/2023 22:00,220,95,0,15/09/2023,22:00:00
15/09/2023 23:00,169,103,0,15/09/2023,23:00:00
16/09/2023 00:00,109,101,0,16/09/2023,00:00:00
16/09/2023 01:00,62,100,0,16/09/2023,01:00:00
16/09/2023 02:00,42,107,0,16/09/2023,02:00:00
16/09/2023 03:00,50,90,0,16/09/2023,03:00:00
16/09/2023 04:00,44,104,0,16/09/2023,04:00:00
16/09/2023 05:00,137,100,0,16/09/2023,05:00:00
16/09/2023 06:00,318,106,0,16/09/2023,06:00:00
16/09/2023 07:00,403,103,0,16/09/2023,07:00:00
16/09/2023 08:00,560,98,0,16/09/2023,08:00:00
16/09/2023 09:00,623,97,0,16/09/2023,09:00:00
16/09/2023 10:00,640,94,0,16/09/2023,10:00:00
16/09/2023 11:00,587,92,0,16/09/2023,11:00:00
16/09/2023 12:00,521,97,0,16/09/2023,12:00:00
16/09/2023 13:00,500,101,0,16/09/2023,13:00:00
16/09/2023 14:00,462,98,0,16/09/2023,14:00:00
16/09/2023 15:00,469,95,0,16/09/2023,15:00:00
16/09/2023 16:00,446,99,0,16/09/2023,16:00:00
16/09/2023 17:00,428,93,0,16/09/2023,17:00:00
16/09/2023 18:00,453,93,0,16/09/2023,18:00:00
16/09/2023 19:00,424,92,0,16/09/2023,19:00:00
16/09/2023 20:00,332,92,0,16/09/2023,20:00:00
16/09/2023 21:00,216,93,0,16/09/2023,21:00:00
16/09/2023 22:00,206,94,0,16/09/2023,22:00:00
16/09/2023 23:00,170,98,0,16/09/2023,23:00:00
17/09/2023 00:00,113,97,0,17/09/2023,00:00:00
17/09/2023 01:00,88,106,0,17/09/2023,01:00:00
17/09/2023 02:00,52,104,0,17/09/2023,02:00:00
17/09/2023 03:00,53,98,0,17/09/2023,03:00:00
17/09/2023 04:00,44,109,0,17/09/2023,04:00:00
17/09/2023 05:00,101,92,0,17/09/2023,05:00:00
17/09/2023 06:00,226,98,0,17/09/2023,06:00:00
17/09/2023 07:00,388,108,0,17/09/2023,07:00:00
17/09/2023 08:00,464,101,0,17/09/2023,08:00:00
17/09/2023 09:00,226,98,0,17/09/2023,09:00:00
17/09/2023 10:00,203,88,0,17/09/2023,10:00:00
17/09/2023 11:00,155,88,0,17/09/2023,11:00:00
17/09/2023 12:00,177,90,0,17/09/2023,12:00:00
17/09/2023 13:00,151,70,0,17/09/2023,13:00:00
17/09/2023 14:00,118,58,0,17/09/2023,14:00:00
17/09/2023 15:00,140,59,0,17/09/2023,15:00:00
17/09/2023 16:00,107,47,0,17/09/2023,16:00:00
17/09/2023 17:00,112,58,0,17/09/2023,17:00:00
17/09/2023 18:00,100,54,0,17/09/2023,18:00:00
17/09/2023 19:00,73,70,0,17/09/2023,19:00:00
17/09/2023 20:00,64,89,0,17/09/2023,20:00:00
17/09/2023 21:00,82,89,0,17/09/2023,21:00:00
17/09/2023 22:00,69,97,0,17/09/2023,22:00:00
17/09/2023 23:00,72,102,0,17/09/2023,23:00:00
18/09/2023 00:00,59,107,0,18/09/2023,00:00:00
18/09/2023 01:00,44,107,0,18/09/2023,01:00:00
18/09/2023 02:00,33,98,0,18/09/2023,02:00:00
18/09/2023 03:00,32,97,0,18/09/2023,03:00:00
18/09/2023 04:00,40,108,0,18/09/2023,04:00:00
18/09/2023 05:00,133,108,0,18/09/2023,05:00:00
18/09/2023 06:00,157,112,0,18/09/2023,06:00:00
18/09/2023 07:00,163,104,0,18/09/2023,07:00:00
18/09/2023 08:00,168,98,0,18/09/2023,08:00:00
18/09/2023 09:00,148,107,0,18/09/2023,09:00:00
18/09/2023 10:00,161,96,0,18/09/2023,10:00:00
18/09/2023 11:00,133,109,0,18/09/2023,11:00:00
18/09/2023 12:00,144,100,0,18/09/2023,12:00:00
18/09/2023 13:00,127,103,0,18/09/2023,13:00:00
18/09/2023 14:00,126,112,0,18/09/2023,14:00:00
18/09/2023 15:00,120,108,0,18/09/2023,15:00:00
18/09/2023 16:00,119,107,0,18/09/2023,16:00:00
18/09/2023 17:00,116,104,0,18/09/2023,17:00:00
18/09/2023 18:00,133,105,0,18/09/2023,18:00:00
18/09/2023 19:00,91,95,0,18/09/2023,19:00:00
18/09/2023 20:00,97,97,0,18/09/2023,20:00:00
18/09/2023 21:00,97,101,0,18/09/2023,21:00:00
18/09/2023 22:00,85,92,0,18/09/2023,22:00:00
18/09/2023 23:00,70,106,0,18/09/2023,23:00:00
19/09/2023 00:00,48,104,0,19/09/2023,00:00:00
19/09/2023 01:00,26,112,0,19/09/2023,01:00:00
19/09/2023 02:00,25,95,0,19/09/2023,02:00:00
19/09/2023 03:00,25,118,0,19/09/2023,03:00:00
19/09/2023 04:00,49,109,0,19/09/2023,04:00:00
19/09/2023 05:00,56,100,0,19/09/2023,05:00:00
19/09/2023 06:00,,,0,19/09/2023,06:00:00
19/09/2023 07:00,,,0,19/09/2023,07:00:00
19/09/2023 08:00,,,0,19/09/2023,08:00:00
19/09/2023 09:00,,,0,19/09/2023,09:00:00
19/09/2023 10:00,,,0,19/09/2023,10:00:00
19/09/2023 11:00,,,0,19/09/2023,11:00:00
19/09/2023 12:00,,,0,19/09/2023,12:00:00
19/09/2023 13:00,,,0,19/09/2023,13:00:00
19/09/2023 14:00,,,0,19/09/2023,14:00:00
19/09/2023 15:00,,,0,19/09/2023,15:00:00
19/09/2023 16:00,,,0,19/09/2023,16:00:00
19/09/2023 17:00,,,0,19/09/2023,17:00:00
19/09/2023 18:00,,,0,19/09/2023,18:00:00
19/09/2023 19:00,,,0,19/09/2023,19:00:00
19/09/2023 20:00,,,0,19/09/2023,20:00:00
19/09/2023 21:00,,,0,19/09/2023,21:00:00
19/09/2023 22:00,,,0,19/09/2023,22:00:00
19/09/2023 23:00,,,0,19/09/2023,23:00:00
20/09/2023 00:00,,,0,20/09/2023,00:00:00
20/09/2023 01:00,,,0,20/09/2023,01:00:00
20/09/2023 02:00,,,0,20/09/2023,02:00:00
20/09/2023 03:00,,,0,20/09/2023,03:00:00
20/09/2023 04:00,,,0,20/09/2023,04:00:00
20/09/2023 05:00,,,0,20/09/2023,05:00:00
20/09/2023 06:00,,,0,20/09/2023,06:00:00
20/09/2023 07:00,,,0,20/09/2023,07:00:00
20/09/2023 08:00,,,0,20/09/2023,08:00:00
20/09/2023 09:00,,,0,20/09/2023,09:00:00
20/09/2023 10:00,,,0,20/09/2023,10:00:00
20/09/2023 11:00,,,0,20/09/2023,11:00:00
20/09/2023 12:00,,,0,20/09/2023,12:00:00
20/09/2023 13:00,,,0,20/09/2023,13:00:00
20/09/2023 14:00,,,0,20/09/2023,14:00:00
20/09/2023 15:00,,,0,20/09/2023,15:00:00
20/09/2023 16:00,,,0,20/09/2023,16:00:00
20/09/2023 17:00,,,0,20/09/2023,17:00:00
20/09/2023 18:00,,,0,20/09/2023,18:00:00
20/09/2023 19:00,,,0,20/09/2023,19:00:00
20/09/2023 20:00,,,0,20/09/2023,20:00:00
20/09/2023 21:00,,,0,20/09/2023,21:00:00
20/09/2023 22:00,,,0,20/09/2023,22:00:00
20/09/2023 23:00,,,0,20/09/2023,23:00:00
21/09/2023 00:00,,,1,21/09/2023,00:00:00
21/09/2023 01:00,,,1,21/09/2023,01:00:00
21/09/2023 02:00,,,1,21/09/2023,02:00:00
21/09/2023 03:00,,,1,21/09/2023,03:00:00
21/09/2023 04:00,,,1,21/09/2023,04:00:00
21/09/2023 05:00,,,1,21/09/2023,05:00:00
21/09/2023 06:00,,,1,21/09/2023,06:00:00
21/09/2023 07:00,,,1,21/09/2023,07:00:00
21/09/2023 08:00,,,1,21/09/2023,08:00:00
21/09/2023 09:00,,,1,21/09/2023,09:00:00
21/09/2023 10:00,,,1,21/09/2023,10:00:00
21/09/2023 11:00,,,1,21/09/2023,11:00:00
21/09/2023 12:00,,,1,21/09/2023,12:00:00
21/09/2023 13:00,,,1,21/09/2023,13:00:00
21/09/2023 14:00,,,1,21/09/2023,14:00:00
21/09/2023 15:00,,,1,21/09/2023,15:00:00
21/09/2023 16:00,,,1,21/09/2023,16:00:00
21/09/2023 17:00,,,1,21/09/2023,17:00:00
21/09/2023 18:00,,,1,21/09/2023,18:00:00
21/09/2023 19:00,,,1,21/09/2023,19:00:00
21/09/2023 20:00,,,1,21/09/2023,20:00:00
21/09/2023 21:00,,,1,21/09/2023,21:00:00
21/09/2023 22:00,,,1,21/09/2023,22:00:00
21/09/2023 23:00,,,1,21/09/2023,23:00:00
22/09/2023 00:00,,,0,22/09/2023,00:00:00
22/09/2023 01:00,,,0,22/09/2023,01:00:00
22/09/2023 02:00,,,0,22/09/2023,02:00:00
22/09/2023 03:00,,,0,22/09/2023,03:00:00
22/09/2023 04:00,,,0,22/09/2023,04:00:00
22/09/2023 05:00,,,0,22/09/2023,05:00:00
22/09/2023 06:00,,,0,22/09/2023,06:00:00
22/09/2023 07:00,,,0,22/09/2023,07:00:00
22/09/2023 08:00,,,0,22/09/2023,08:00:00
22/09/2023 09:00,,,0,22/09/2023,09:00:00
22/09/2023 10:00,,,0,22/09/2023,10:00:00
22/09/2023 11:00,,,0,22/09/2023,11:00:00
22/09/2023 12:00,,,0,22/09/2023,12:00:00
22/09/2023 13:00,,,0,22/09/2023,13:00:00
22/09/2023 14:00,,,0,22/09/2023,14:00:00
22/09/2023 15:00,,,0,22/09/2023,15:00:00
22/09/2023 16:00,,,0,22/09/2023,16:00:00
22/09/2023 17:00,,,0,22/09/2023,17:00:00
22/09/2023 18:00,,,0,22/09/2023,18:00:00
22/09/2023 19:00,,,0,22/09/2023,19:00:00
22/09/2023 20:00,,,0,22/09/2023,20:00:00
22/09/2023 21:00,,,0,22/09/2023,21:00:00
22/09/2023 22:00,,,0,22/09/2023,22:00:00
22/09/2023 23:00,,,0,22/09/2023,23:00:00
23/09/2023 00:00,,,0,23/09/2023,00:00:00
23/09/2023 01:00,,,0,23/09/2023,01:00:00
23/09/2023 02:00,,,0,23/09/2023,02:00:00
23/09/2023 03:00,,,0,23/09/2023,03:00:00
23/09/2023 04:00,,,0,23/09/2023,04:00:00
23/09/2023 05:00,,,0,23/09/2023,05:00:00
23/09/2023 06:00,,,0,23/09/2023,06:00:00
23/09/2023 07:00,,,0,23/09/2023,07:00:00
23/09/2023 08:00,,,0,23/09/2023,08:00:00
23/09/2023 09:00,,,0,23/09/2023,09:00:00
23/09/2023 10:00,,,0,23/09/2023,10:00:00
23/09/2023 11:00,,,0,23/09/2023,11:00:00
23/09/2023 12:00,,,0,23/09/2023,12:00:00
23/09/2023 13:00,,,0,23/09/2023,13:00:00
23/09/2023 14:00,,,0,23/09/2023,14:00:00
23/09/2023 15:00,,,0,23/09/2023,15:00:00
23/09/2023 16:00,,,0,23/09/2023,16:00:00
23/09/2023 17:00,,,0,23/09/2023,17:00:00
23/09/2023 18:00,,,0,23/09/2023,18:00:00
23/09/2023 19:00,,,0,23/09/2023,19:00:00
23/09/2023 20:00,,,0,23/09/2023,20:00:00
23/09/2023 21:00,,,0,23/09/2023,21:00:00
23/09/2023 22:00,,,0,23/09/2023,22:00:00
23/09/2023 23:00,,,0,23/09/2023,23:00:00
24/09/2023 00:00,,,0,24/09/2023,00:00:00
24/09/2023 01:00,,,0,24/09/2023,01:00:00
24/09/2023 02:00,,,0,24/09/2023,02:00:00
24/09/2023 03:00,,,0,24/09/2023,03:00:00
24/09/2023 04:00,,,0,24/09/2023,04:00:00
24/09/2023 05:00,,,0,24/09/2023,05:00:00
24/09/2023 06:00,,,0,24/09/2023,06:00:00
24/09/2023 07:00,,,0,24/09/2023,07:00:00
24/09/2023 08:00,,,0,24/09/2023,08:00:00
24/09/2023 09:00,,,0,24/09/2023,09:00:00
24/09/2023 10:00,,,0,24/09/2023,10:00:00
24/09/2023 11:00,,,0,24/09/2023,11:00:00
24/09/2023 12:00,,,0,24/09/2023,12:00:00
24/09/2023 13:00,,,0,24/09/2023,13:00:00
24/09/2023 14:00,,,0,24/09/2023,14:00:00
24/09/2023 15:00,,,0,24/09/2023,15:00:00
24/09/2023 16:00,,,0,24/09/2023,16:00:00
24/09/2023 17:00,,,0,24/09/2023,17:00:00
24/09/2023 18:00,,,0,24/09/2023,18:00:00
24/09/2023 19:00,,,0,24/09/2023,19:00:00
24/09/2023 20:00,,,0,24/09/2023,20:00:00
24/09/2023 21:00,,,0,24/09/2023,21:00:00
24/09/2023 22:00,,,0,24/09/2023,22:00:00
24/09/2023 23:00,,,0,24/09/2023,23:00:00
25/09/2023 00:00,,,0,25/09/2023,00:00:00
25/09/2023 01:00,,,0,25/09/2023,01:00:00
25/09/2023 02:00,,,0,25/09/2023,02:00:00
25/09/2023 03:00,,,0,25/09/2023,03:00:00
25/09/2023 04:00,,,0,25/09/2023,04:00:00
25/09/2023 05:00,,,0,25/09/2023,05:00:00
25/09/2023 06:00,,,0,25/09/2023,06:00:00
25/09/2023 07:00,,,0,25/09/2023,07:00:00
25/09/2023 08:00,,,0,25/09/2023,08:00:00
25/09/2023 09:00,,,0,25/09/2023,09:00:00
25/09/2023 10:00,,,0,25/09/2023,10:00:00
25/09/2023 11:00,,,0,25/09/2023,11:00:00
25/09/2023 12:00,,,0,25/09/2023,12:00:00
25/09/2023 13:00,,,0,25/09/2023,13:00:00
25/09/2023 14:00,,,0,25/09/2023,14:00:00
25/09/2023 15:00,,,0,25/09/2023,15:00:00
25/09/2023 16:00,,,0,25/09/2023,16:00:00
25/09/2023 17:00,,,0,25/09/2023,17:00:00
25/09/2023 18:00,,,0,25/09/2023,18:00:00
25/09/2023 19:00,,,0,25/09/2023,19:00:00
25/09/2023 20:00,,,0,25/09/2023,20:00:00
25/09/2023 21:00,,,0,25/09/2023,21:00:00
25/09/2023 22:00,,,0,25/09/2023,22:00:00
25/09/2023 23:00,,,0,25/09/2023,23:00:00
26/09/2023 00:00,2,85,0,26/09/2023,00:00:00
26/09/2023 01:00,12,92,0,26/09/2023,01:00:00
26/09/2023 02:00,8,106,0,26/09/2023,02:00:00
26/09/2023 03:00,31,106,0,26/09/2023,03:00:00
26/09/2023 04:00,44,98,0,26/09/2023,04:00:00
26/09/2023 05:00,120,101,0,26/09/2023,05:00:00
26/09/2023 06:00,277,102,0,26/09/2023,06:00:00
26/09/2023 07:00,372,104,0,26/09/2023,07:00:00
26/09/2023 08:00,385,102,0,26/09/2023,08:00:00
26/09/2023 09:00,465,100,0,26/09/2023,09:00:00
26/09/2023 10:00,528,95,0,26/09/2023,10:00:00
26/09/2023 11:00,512,94,0,26/09/2023,11:00:00
26/09/2023 12:00,482,101,0,26/09/2023,12:00:00
26/09/2023 13:00,418,107,0,26/09/2023,13:00:00
26/09/2023 14:00,376,106,0,26/09/2023,14:00:00
26/09/2023 15:00,406,104,0,26/09/2023,15:00:00
26/09/2023 16:00,458,107,0,26/09/2023,16:00:00
26/09/2023 17:00,450,104,0,26/09/2023,17:00:00
26/09/2023 18:00,384,107,0,26/09/2023,18:00:00
26/09/2023 19:00,276,102,0,26/09/2023,19:00:00
26/09/2023 20:00,119,98,0,26/09/2023,20:00:00
26/09/2023 21:00,76,100,0,26/09/2023,21:00:00
26/09/2023 22:00,78,95,0,26/09/2023,22:00:00
26/09/2023 23:00,60,102,0,26/09/2023,23:00:00
27/09/2023 00:00,34,95,0,27/09/2023,00:00:00
27/09/2023 01:00,24,100,0,27/09/2023,01:00:00
27/09/2023 02:00,13,85,0,27/09/2023,02:00:00
27/09/2023 03:00,30,110,0,27/09/2023,03:00:00
27/09/2023 04:00,67,105,0,27/09/2023,04:00:00
27/09/2023 05:00,117,98,0,27/09/2023,05:00:00
27/09/2023 06:00,292,105,0,27/09/2023,06:00:00
27/09/2023 07:00,344,103,0,27/09/2023,07:00:00
27/09/2023 08:00,373,105,0,27/09/2023,08:00:00
27/09/2023 09:00,443,101,0,27/09/2023,09:00:00
27/09/2023 10:00,425,97,0,27/09/2023,10:00:00
27/09/2023 11:00,382,97,0,27/09/2023,11:00:00
27/09/2023 12:00,371,104,0,27/09/2023,12:00:00
27/09/2023 13:00,349,103,0,27/09/2023,13:00:00
27/09/2023 14:00,362,106,0,27/09/2023,14:00:00
27/09/2023 15:00,374,105,0,27/09/2023,15:00:00
27/09/2023 16:00,382,115,0,27/09/2023,16:00:00
27/09/2023 17:00,381,106,0,27/09/2023,17:00:00
27/09/2023 18:00,341,107,0,27/09/2023,18:00:00
27/09/2023 19:00,273,98,0,27/09/2023,19:00:00
27/09/2023 20:00,173,99,0,27/09/2023,20:00:00
27/09/2023 21:00,136,96,0,27/09/2023,21:00:00
27/09/2023 22:00,128,99,0,27/09/2023,22:00:00
27/09/2023 23:00,86,102,0,27/09/2023,23:00:00
28/09/2023 00:00,58,95,0,28/09/2023,00:00:00
28/09/2023 01:00,33,108,0,28/09/2023,01:00:00
28/09/2023 02:00,29,102,0,28/09/2023,02:00:00
28/09/2023 03:00,21,109,0,28/09/2023,03:00:00
28/09/2023 04:00,46,105,0,28/09/2023,04:00:00
28/09/2023 05:00,124,100,0,28/09/2023,05:00:00
28/09/2023 06:00,269,103,0,28/09/2023,06:00:00
28/09/2023 07:00,337,106,0,28/09/2023,07:00:00
28/09/2023 08:00,431,102,0,28/09/2023,08:00:00
28/09/2023 09:00,462,104,0,28/09/2023,09:00:00
28/09/2023 10:00,496,97,0,28/09/2023,10:00:00
28/09/2023 11:00,444,99,0,28/09/2023,11:00:00
28/09/2023 12:00,363,101,0,28/09/2023,12:00:00
28/09/2023 13:00,384,106,0,28/09/2023,13:00:00
28/09/2023 14:00,351,107,0,28/09/2023,14:00:00
28/09/2023 15:00,350,109,0,28/09/2023,15:00:00
28/09/2023 16:00,505,106,0,28/09/2023,16:00:00
28/09/2023 17:00,475,106,0,28/09/2023,17:00:00
28/09/2023 18:00,431,103,0,28/09/2023,18:00:00
28/09/2023 19:00,317,98,0,28/09/2023,19:00:00
28/09/2023 20:00,223,102,0,28/09/2023,20:00:00
28/09/2023 21:00,128,100,0,28/09/2023,21:00:00
28/09/2023 22:00,109,97,0,28/09/2023,22:00:00
28/09/2023 23:00,68,104,0,28/09/2023,23:00:00
29/09/2023 00:00,49,106,0,29/09/2023,00:00:00
29/09/2023 01:00,27,109,0,29/09/2023,01:00:00
29/09/2023 02:00,24,97,0,29/09/2023,02:00:00
29/09/2023 03:00,38,100,0,29/09/2023,03:00:00
29/09/2023 04:00,53,101,0,29/09/2023,04:00:00
29/09/2023 05:00,146,101,0,29/09/2023,05:00:00
29/09/2023 06:00,332,103,0,29/09/2023,06:00:00
29/09/2023 07:00,413,105,0,29/09/2023,07:00:00
29/09/2023 08:00,522,101,0,29/09/2023,08:00:00
29/09/2023 09:00,579,101,0,29/09/2023,09:00:00
29/09/2023 10:00,557,96,0,29/09/2023,10:00:00
29/09/2023 11:00,536,99,0,29/09/2023,11:00:00
29/09/2023 12:00,473,104,0,29/09/2023,12:00:00
29/09/2023 13:00,488,103,0,29/09/2023,13:00:00
29/09/2023 14:00,472,109,0,29/09/2023,14:00:00
29/09/2023 15:00,537,110,0,29/09/2023,15:00:00
29/09/2023 16:00,592,107,0,29/09/2023,16:00:00
29/09/2023 17:00,507,107,0,29/09/2023,17:00:00
29/09/2023 18:00,497,108,0,29/09/2023,18:00:00
29/09/2023 19:00,506,99,0,29/09/2023,19:00:00
29/09/2023 20:00,358,97,0,29/09/2023,20:00:00
29/09/2023 21:00,207,96,0,29/09/2023,21:00:00
29/09/2023 22:00,167,106,0,29/09/2023,22:00:00
29/09/2023 23:00,163,101,0,29/09/2023,23:00:00
30/09/2023 00:00,90,102,0,30/09/2023,00:00:00
30/09/2023 01:00,44,93,0,30/09/2023,01:00:00
30/09/2023 02:00,44,102,0,30/09/2023,02:00:00
30/09/2023 03:00,38,103,0,30/09/2023,03:00:00
30/09/2023 04:00,46,102,0,30/09/2023,04:00:00
30/09/2023 05:00,115,106,0,30/09/2023,05:00:00
30/09/2023 06:00,280,104,0,30/09/2023,06:00:00
30/09/2023 07:00,420,106,0,30/09/2023,07:00:00
30/09/2023 08:00,527,102,0,30/09/2023,08:00:00
30/09/2023 09:00,600,102,0,30/09/2023,09:00:00
30/09/2023 10:00,583,97,0,30/09/2023,10:00:00
30/09/2023 11:00,433,101,0,30/09/2023,11:00:00
30/09/2023 12:00,414,98,0,30/09/2023,12:00:00
30/09/2023 13:00,398,102,0,30/09/2023,13:00:00
30/09/2023 14:00,368,105,0,30/09/2023,14:00:00
30/09/2023 15:00,287,99,0,30/09/2023,15:00:00
30/09/2023 16:00,311,105,0,30/09/2023,16:00:00
30/09/2023 17:00,323,101,0,30/09/2023,17:00:00
30/09/2023 18:00,277,102,0,30/09/2023,18:00:00
30/09/2023 19:00,200,97,0,30/09/2023,19:00:00
30/09/2023 20:00,202,100,0,30/09/2023,20:00:00
30/09/2023 21:00,183,94,0,30/09/2023,21:00:00
30/09/2023 22:00,146,98,0,30/09/2023,22:00:00
30/09/2023 23:00,144,100,0,30/09/2023,23:00:00
01/10/2023 00:00,105,108,0,01/10/2023,00:00:00
01/10/2023 01:00,67,99,0,01/10/2023,01:00:00
01/10/2023 02:00,44,97,0,01/10/2023,02:00:00
01/10/2023 03:00,40,103,0,01/10/2023,03:00:00
01/10/2023 04:00,45,103,0,01/10/2023,04:00:00
01/10/2023 05:00,109,101,0,01/10/2023,05:00:00
01/10/2023 06:00,201,99,0,01/10/2023,06:00:00
01/10/2023 07:00,338,109,0,01/10/2023,07:00:00
01/10/2023 08:00,330,109,0,01/10/2023,08:00:00
01/10/2023 09:00,218,108,0,01/10/2023,09:00:00
01/10/2023 10:00,131,99,0,01/10/2023,10:00:00
01/10/2023 11:00,209,92,0,01/10/2023,11:00:00
01/10/2023 12:00,203,95,0,01/10/2023,12:00:00
01/10/2023 13:00,156,95,0,01/10/2023,13:00:00
01/10/2023 14:00,163,94,0,01/10/2023,14:00:00
01/10/2023 15:00,142,89,0,01/10/2023,15:00:00
01/10/2023 16:00,129,90,0,01/10/2023,16:00:00
01/10/2023 17:00,117,96,0,01/10/2023,17:00:00
01/10/2023 18:00,93,89,0,01/10/2023,18:00:00
01/10/2023 19:00,96,95,0,01/10/2023,19:00:00
01/10/2023 20:00,89,100,0,01/10/2023,20:00:00
01/10/2023 21:00,103,98,0,01/10/2023,21:00:00
01/10/2023 22:00,81,92,0,01/10/2023,22:00:00
01/10/2023 23:00,68,108,0,01/10/2023,23:00:00
02/10/2023 00:00,51,105,0,02/10/2023,00:00:00
02/10/2023 01:00,21,94,0,02/10/2023,01:00:00
02/10/2023 02:00,24,117,0,02/10/2023,02:00:00
02/10/2023 03:00,38,105,0,02/10/2023,03:00:00
02/10/2023 04:00,52,98,0,02/10/2023,04:00:00
02/10/2023 05:00,100,111,0,02/10/2023,05:00:00
02/10/2023 06:00,152,100,0,02/10/2023,06:00:00
02/10/2023 07:00,200,105,0,02/10/2023,07:00:00
